ORF,Gene,Description,Control Median,Control STD,control Localization,DTT Median,DTT STD,DTT FoldChange,Significance DTT,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,Significance H2O2,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Significance Starvation ,Starvation Localization,Pup2-DAmP,MA3 Median,MA3 STD,MA3 FoldChange,Significance MA3 ,MA3 Localization
YPR026W,ATH1,Acid trehalase required for utilization of extracellular trehalose,15.99,3.75067273,below threshold,15.8,5.53,0.98,0,cytosol,19.49,3.82,1.21,0,cytosol,15.75,5.57,0.98,0,cytosol,below threshold,16.557993,3.320449461,1.034947057,0,below threshold
YGL061C,DUO1,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",16.57,4.314735576,below threshold,22.27,8.85,1.34,0,cytosol,16.7,3.6,1,0,cytosol,18.84,2.52,1.13,0,cytosol,below threshold,16.577841,1.723665126,1.000413252,0,below threshold
YDL223C,HBT1,"Substrate of the Hub1p ubiquitin-like protein that localizes to the shmoo tip (mating projection); mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis",16.8,4.209360032,below threshold,16.76,6.81,0.99,0,cytosol,17.96,4.13,1.06,0,cytosol,17.12,4.05,1.01,0,cytosol,below threshold,20.71183225,2.810360426,1.232427142,0,below threshold
YDR351W,SBE2,Protein involved in the transport of cell wall components from the Golgi to the cell surface; required for bud growth,16.51,4.821628716,below threshold,13.33,4.17,0.8,0,cytosol,15.33,2.86,0.92,0,cytosol,16.33,3.25,0.98,0,cytosol,below threshold,15.522063,1.729062443,0.939663064,0,below threshold
YGL226W,MTC3,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; mtc3 is synthetically sick with cdc13-1,21.29,4.659281825,mitochondria,19.57,6.21,0.91,0,mitochondria,16.48,2.79,0.77,-1,mitochondria,22.46,4.36,1.05,0,mitochondria,mitochondria,16.6512135,2.284519775,0.782018231,0,mitochondria
YKL195W,MIA40,Essential protein of the mitochondrial intermembrane space (IMS); promotes retention of newly imported proteins; may do so by stabilizing client protein folding as part of a disulfide relay system or transferring metal to client proteins,16.18,3.972565455,below threshold,16.31,5.82,1,0,cytosol,17.66,3.16,1.09,0,cytosol,15.5,4.95,0.95,0,cytosol,below threshold,16.79893925,2.631383745,1.037912647,0,below threshold
YFL057C,AAD16,Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role,17.12,4.040006711,below threshold,17.2,5.37,1,0,cytosol,16.48,3.96,0.96,0,cytosol,15.04,2.58,0.87,0,cytosol,below threshold,16.22299375,2.002951628,0.947367712,0,below threshold
YDR199W,YDR199W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VPS64; computationally predicted to have thiol-disulfide oxidoreductase activity",13.5,3.59389353,below threshold,16.83,6.61,1.24,0,cytosol,15.68,3.65,1.16,0,cytosol,17.28,10.86,1.28,0,cytosol,below threshold,14.40604325,2.037156651,1.066967389,0,below threshold
YLR099W-A,YLR099W-A,Putative protein of unknown function,16.08,4.400590362,below threshold,15.63,5.87,0.97,0,cytosol,15.27,4.22,0.94,0,cytosol,14.08,3.72,0.87,0,cytosol,below threshold,15.441466,1.602894455,0.9595116,0,below threshold
YDR061W,YDR061W,Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance,17.71,3.856918554,below threshold,15.97,6.52,0.9,0,cytosol,18.03,4.08,1.01,0,cytosol,15.18,3.96,0.85,0,cytosol,below threshold,19.4865775,2.770905523,1.099624208,0,below threshold
YPR203W,YPR203W,Putative protein of unknown function,16.04,4.089575411,below threshold,15.67,5.82,0.97,0,cytosol,16.97,3.18,1.05,0,cytosol,15.82,4.5,0.98,0,cytosol,below threshold,14.37156975,1.767759929,0.895756281,0,below threshold
YNL273W,TOF1,"Subunit of a replication-pausing checkpoint complex (Tof1p-Mrc1p-Csm3p) that acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage, facilitating gap repair of damaged DNA; interacts with the MCM helicase",17.08,3.504283351,below threshold,16.09,5.83,0.94,0,cytosol,18.62,3.81,1.08,0,cytosol,15.9,3.71,0.93,0,cytosol,below threshold,17.772808,1.905843463,1.040111028,0,below threshold
YIL021W,RPB3,"RNA polymerase II third largest subunit B44, part of central core; similar to prokaryotic alpha subunit",19.09,4.839693559,cytosol,18.09,4.71,0.94,0,cytosol,17.09,4.13,0.89,0,cytosol,16.67,3.41,0.87,0,cytosol,cytosol,19.3696745,2.692105571,1.014234314,0,cytosol
YGR101W,PCP1,Mitochondrial serine protease required for the processing of various mitochondrial proteins and maintenance of mitochondrial DNA and morphology; belongs to the rhomboid-GlpG superfamily of intramembrane peptidases,19.12,5.237486746,mitochondria,19.52,4.87,1.02,0,mitochondria,16.09,3.67,0.84,0,mitochondria,17.25,4.12,0.9,0,mitochondria,mitochondria,18.53389475,2.316777734,0.968841397,0,mitochondria
YCL002C,YCL002C,Putative protein of unknown function; YCL002C is not an essential gene,16.46,3.915832494,below threshold,15.82,5.69,0.96,0,cytosol,15.59,3.26,0.94,0,cytosol,19.27,3.6,1.17,0,cytosol,below threshold,14.55845,2.525834873,0.883843295,0,below threshold
YCR064C,YCR064C,"Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps the verified gene BUD31",17.92,4.884523107,below threshold,18.45,6.19,1.02,0,cytosol,15.8,3,0.88,0,cytosol,16.96,4.12,0.94,0,cytosol,below threshold,15.68528,2.013605715,0.875158217,0,below threshold
YIL102C,YIL102C,Putative protein of unknown function,13.03,4.397665324,below threshold,16.45,5.97,1.26,0,cytosol,16.12,3.8,1.23,0,cytosol,17.08,6.33,1.31,0,cytosol,below threshold,14.31785525,2.83049762,1.098457372,0,below threshold
YBR019C,GAL10,"UDP-glucose-4-epimerase, catalyzes the interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes the conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers",17,3.996954835,below threshold,17.63,7.47,1.03,0,cytosol,18.36,2.97,1.07,0,cytosol,16.04,3.14,0.94,0,cytosol,below threshold,18.4486745,2.377896537,1.084377668,0,below threshold
YEL002C,WBP1,Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum,13.86,3.869178281,below threshold,14.08,4.42,1.01,0,cytosol,14.67,2.31,1.05,0,cytosol,15.65,4.32,1.12,0,cytosol,below threshold,15.64977875,1.776121788,1.128885488,0,below threshold
YDR230W,YDR230W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene COX20",13.83,3.582165062,below threshold,15.93,4.43,1.15,0,cytosol,14.38,3.48,1.03,0,cytosol,16.28,7.07,1.17,0,cytosol,below threshold,14.0785625,1.972625544,1.017092695,0,below threshold
YKL207W,AIM27,Member of a transmembrane complex required for efficient folding of proteins in the ER; required for respiratory growth; null mutant displays induction of the unfolded protein response,17.03,4.481151883,below threshold,15.92,5.45,0.93,0,cytosol,18.11,4.07,1.06,0,cytosol,14.4,2.95,0.84,0,cytosol,below threshold,17.51170825,5.080872773,1.027876071,0,below threshold
YAL064C-A,TDA8,Putative protein of unknown function; YAL064C-A is not an essential gene,19.4,3.918704797,below threshold,15.82,7.18,0.81,0,cytosol,16.5,3.37,0.85,0,cytosol,17.25,3.35,0.88,0,cytosol,below threshold,16.73112875,1.89998304,0.861997463,0,below threshold
YIL162W,SUC2,"Invertase, sucrose hydrolyzing enzyme; a secreted, glycosylated form is regulated by glucose repression, and an intracellular, nonglycosylated enzyme is produced constitutively",15.65,4.182761786,below threshold,16.45,11.45,1.05,0,cytosol,13.54,3.42,0.86,0,cytosol,19.01,5.83,1.21,0,cytosol,below threshold,16.99122525,4.307148267,1.085412637,0,below threshold
YGR010W,NMA2,"Nicotinic acid mononucleotide adenylyltransferase, involved in de novo and salvage synthesis of NAD(+)",18.9,4.044146441,below threshold,18.07,4.91,0.95,0,cytosol,18.09,3.84,0.95,0,cytosol,22.05,9.02,1.16,0,cytosol,below threshold,18.66364825,2.396695477,0.986933827,0,below threshold
YNR015W,SMM1,"Dihydrouridine synthase, member of a family of dihydrouridine synthases including Dus1p, Smm1p, Dus3p, and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs",18.18,4.088734066,below threshold,15.37,6.45,0.84,0,punctate,17.59,3.81,0.96,0,cytosol,22.19,9.91,1.22,0,cytosol,below threshold,18.46522925,2.17858542,1.015070253,0,below threshold
YBL069W,AST1,"Peripheral membrane protein that interacts with the plasma membrane ATPase Pma1p and has a role in its targeting to the plasma membrane, possibly by influencing its incorporation into lipid rafts",14.97,4.263393016,below threshold,14.55,5.27,0.97,0,cytosol,14.65,2.76,0.97,0,cytosol,15.34,3.31,1.02,0,cytosol,below threshold,14.99330725,2.735527881,1.001150435,0,below threshold
YDR523C,SPS1,"Putative protein serine/threonine kinase expressed at the end of meiosis and localized to the prospore membrane, required for correct localization of enzymes involved in spore wall synthesis",16.35,3.757973202,below threshold,18.69,6.1,1.14,0,cytosol,16.9,3.36,1.03,0,cytosol,16.61,6.9,1.01,0,cytosol,below threshold,17.2451145,3.103634321,1.054196496,0,below threshold
YLR156W,YLR156W,Putative protein of unknown function; exhibits a two-hybrid interaction with Jsn1p in a large-scale analysis,13.38,4.047515652,below threshold,17.22,5.68,1.28,0,cytosol,16.49,4.03,1.23,0,cytosol,17.86,10.52,1.33,0,cytosol,below threshold,15.49107275,1.853794689,1.157405687,0,below threshold
YER009W,NTF2,"Nuclear envelope protein, interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential player in nucleocytoplasmic transport",18.62,3.632700272,below threshold,14.73,5.08,0.79,0,cytosol,15.8,3.7,0.84,0,cytosol,15.68,3.04,0.84,0,cytosol,below threshold,16.1365685,1.965276943,0.866177384,0,below threshold
YJR095W,SFC1,"Mitochondrial succinate-fumarate transporter, transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization",14.64,4.247812339,below threshold,14.59,5.84,0.99,0,cytosol,15.82,3.82,1.08,0,cytosol,17,4.66,1.16,0,cytosol,below threshold,15.155565,2.131594971,1.03491872,0,below threshold
YLL014W,EMC6,Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response,16.14,4.431109178,below threshold,16.96,5.34,1.05,0,cytosol,18.09,3.64,1.11,0,cytosol,16.09,3.21,0.99,0,cytosol,below threshold,13.9986435,1.633320654,0.86644472,0,below threshold
YIL125W,KGD1,"Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA",16.55,3.422158752,below threshold,15.21,4.37,0.91,0,cytosol,17.89,3.77,1.08,0,cytosol,16.91,3.55,1.02,0,cytosol,below threshold,19.42089925,2.593153101,1.172265368,0,below threshold
YGL215W,CLG1,Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2,17.86,4.894359827,cytosol,16.4,5.44,0.91,0,cytosol,18.55,2.93,1.03,0,cytosol,13.74,2.37,0.76,0,cytosol,cytosol,17.84099675,3.262982998,0.998450962,0,cytosol
YDR318W,MCM21,"Protein involved in minichromosome maintenance; component of the COMA complex (Ctf19p, Okp1p, Mcm21p, Ame1p) that bridges kinetochore subunits that are in contact with centromeric DNA and the subunits bound to microtubules",17.2,4.199809545,punctate,18.36,6.81,1.06,0,punctate,18.26,3.19,1.06,0,punctate,17.14,2.54,0.99,0,punctate,punctate,18.261499,2.609476772,1.061349833,0,punctate
YNL089C,YNL089C,Dubious open reading frame unlikely to encode a functional protein; almost completely overlaps YNL090W/RHO2 which encodes a small GTPase of the Rho/Rac subfamily of Ras-like proteins,16.91,3.390086534,below threshold,15.52,6,0.91,0,cytosol,16.08,2.86,0.95,0,cytosol,14.11,2.66,0.83,0,cytosol,below threshold,16.663921,1.942772664,0.985263591,0,below threshold
YBL062W,YBL062W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",17.78,4.250461638,below threshold,16.27,5.37,0.91,0,cytosol,15.92,3.11,0.89,0,cytosol,14.92,3.01,0.83,0,cytosol,below threshold,16.17407075,1.822427644,0.909292344,0,below threshold
YMR269W,TMA23,Nucleolar protein of unknown function implicated in ribosome biogenesis; TMA23 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes,17.41,3.751663477,below threshold,16.88,6.08,0.96,0,cytosol,15.73,2.96,0.9,0,cytosol,16.36,5.31,0.93,0,cytosol,below threshold,15.4268555,2.268071854,0.885610216,0,below threshold
YOR258W,HNT3,"Member of the third branch of the histidine triad (HIT) superfamily of nucleotide-binding proteins; similar to Aprataxin, a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia",18.77,3.831165404,below threshold,19.46,6.07,1.03,0,cytosol,15.7,3.33,0.83,0,cytosol,18.74,5.94,0.99,0,cytosol,below threshold,17.346809,2.504274263,0.923592424,0,below threshold
YMR316C-B,YMR316C-B,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",16.11,4.11226993,below threshold,16.43,5.78,1.01,0,cytosol,16.39,3.83,1.01,0,cytosol,15.31,3.98,0.94,0,cytosol,below threshold,15.49576,2.177163719,0.960809856,0,below threshold
YER130C,COM2,Protein of unknown function,15.79,3.892215214,below threshold,17.04,5.61,1.07,0,cytosol,17.13,2.64,1.08,0,cytosol,14.14,2.92,0.89,0,cytosol,below threshold,17.0774425,1.905864495,1.08123285,0,below threshold
YGR288W,MAL13,"MAL-activator protein, part of complex locus MAL1; nonfunctional in genomic reference strain S288C",17.1,3.743499867,below threshold,22.82,8.3,1.33,0,cytosol,19.28,3.79,1.12,0,cytosol,19.06,4.92,1.11,0,cytosol,below threshold,18.55899375,3.853175539,1.085003988,0,below threshold
YFL003C,MSH4,"Protein involved in meiotic recombination, required for normal levels of crossing over, colocalizes with Zip2p to discrete foci on meiotic chromosomes, has homology to bacterial MutS protein",18.82,4.601852869,cytosol,13.89,5.8,0.73,0,cytosol,17.65,4.01,0.93,0,cytosol,15.84,3,0.84,0,cytosol,cytosol,18.358965,2.438111448,0.975377748,0,cytosol
YLR183C,TOS4,Forkhead Associated domain containing protein and putative transcription factor found associated with chromatin; target of SBF transcription factor; expression is periodic and peaks in G1; similar to PLM2,17.57,4.831153912,nucleus:cytosol,19.49,7.34,1.1,0,"nucleus,cytosol",16.8,3.97,0.95,0,"nucleus,cytosol",14.79,3.59,0.84,0,"nucleus,cytosol",nucleus:cytosol,16.47121125,2.880692705,0.936544734,0,nucleus:cytosol
YJR011C,YJR011C,Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS,16.93,3.942095797,below threshold,16.38,5.05,0.96,0,cytosol,17.02,4.23,1,0,cytosol,14.44,4.34,0.85,0,cytosol,below threshold,18.8724615,6.034390203,1.114254936,0,below threshold
YNL230C,ELA1,"Elongin A, F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degredation of the RNA Polymerase II subunit RPO21; subunit of the Elongin-Cullin-Socs (ECS) ligase complex",18.61,4.31968225,below threshold,15.4,3.69,0.82,0,cytosol,19.31,4.15,1.03,0,cytosol,24.05,9.37,1.29,0,cytosol,below threshold,18.3848125,3.731820325,0.987448799,0,below threshold
YJL191W,RPS14B,"Ribosomal protein 59 of the small subunit, required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; nearly identical to Rps14Ap and similar to E. coli S11 and rat S14 ribosomal proteins",16.28,3.900514233,below threshold,17.26,6.88,1.05,0,cytosol,17.46,3.97,1.07,0,cytosol,15.93,3.06,0.97,0,cytosol,below threshold,17.968862,2.478428131,1.103221639,0,below threshold
YBR131W,CCZ1,"Protein involved in vacuolar assembly, essential for autophagy and the cytoplasm-to-vacuole pathway",16.5,3.542141827,below threshold,18.05,6.34,1.09,0,cytosol,17.7,3.88,1.07,0,cytosol,14.61,2.78,0.88,0,cytosol,below threshold,18.0642795,2.096905034,1.094551231,0,below threshold
YPL153C,RAD53,"Protein kinase, required for cell-cycle arrest in response to DNA damage; activated by trans autophosphorylation when interacting with hyperphosphorylated Rad9p; also interacts with ARS1 and plays a role in initiation of DNA replication",15.24,4.28835476,below threshold,17.21,5.76,1.12,0,cytosol,15.12,3.53,0.99,0,cytosol,16.39,9.1,1.07,0,cytosol,below threshold,15.8211095,1.792756986,1.037663664,0,below threshold
